"","FEM","MAS","Fundamental 1","Fundamental 2","Medio","Superior","Mais de 5","2 a 5","1 a 2","Ate 1","16 a 24","25 a 34","35 a 44","45 a 54","55 ou mais","Branca","Preta ou parda","Outras","Catolica","Evangelica","Outras","CAPITAL","INTERIOR","PERIFERIA","NORDESTE","NORTE-CENTRO-OESTE","SUDESTE","SUL","Não","Sim","Não","Sim","Não","Sim","Não","Sim","Aécio Neves","Branco e Nulo","Dilma Rousseff","NS/NR*","Branco e Nulo","Dilma Rousseff","Eduardo Campos","NS/NR*","Aprova","Desaprova","NS/NR*","Ficou igual","Melhorou muito","Melhorou um pouco","Não sabe/ Não respondeu","Piorou muito","Piorou um pouco","Ficou igual","Melhorou muito","Melhorou um pouco","Não sabe/ Não respondeu","Piorou muito","Piorou um pouco","Ficou igual","Melhorou muito","Melhorou um pouco","Não sabe/ Não respondeu","Piorou muito","Piorou um pouco","Ficou igual","Melhorou muito","Melhorou um pouco","Não sabe/ Não respondeu","Piorou muito","Piorou um pouco","DEM","Não sabe/ Não respondeu","Nenhum/ Não tem preferência","Outros com menos de 1%","PDT","PMDB","PP","PSB","PSD","PSDB","PSOL","PT","PTB","PV","Satisfeito","Insatisfeito","NS/NR*","Ótimo e bom","Regular","Ruim e péssimo","NS/NR*","Quer mudança","Quer continuidade","NS/NR*","Tem muito interesse","Tem médio interesse","Não tem interesse","NS/NR*"
"sem_bolsa",48.0861244019139,51.9138755980861,23.9234449760766,22.2488038277512,36.6028708133971,17.2248803827751,14.5933014354067,37.0813397129187,30.3827751196172,11.4832535885167,14.1148325358852,22.2488038277512,22.488038277512,16.0287081339713,25.1196172248804,44.2583732057416,53.11004784689,2.63157894736842,67.9425837320574,19.6172248803828,12.4401913875598,24.1626794258373,61.0047846889952,14.8325358851675,24.8803827751196,12.200956937799,46.1722488038277,16.7464114832536,97.8468899521531,2.15311004784689,70.8133971291866,29.1866028708134,87.799043062201,12.200956937799,88.9952153110048,11.0047846889952,2.39234449760766,1.91387559808612,93.0622009569378,2.63157894736842,1.67464114832536,91.6267942583732,4.54545454545455,2.15311004784689,87.799043062201,10.0478468899522,2.15311004784689,25.1196172248804,17.9425837320574,40.9090909090909,0.478468899521531,3.82775119617225,11.7224880382775,27.0334928229665,5.26315789473684,21.2918660287081,0.717703349282297,23.2057416267943,22.488038277512,29.6650717703349,14.3540669856459,37.5598086124402,0.478468899521531,6.69856459330144,11.244019138756,33.4928229665072,7.41626794258373,27.9904306220096,1.67464114832536,13.3971291866029,16.0287081339713,0.478468899521531,1.67464114832536,41.3875598086124,2.15311004784689,1.43540669856459,5.02392344497608,0.478468899521531,0.956937799043062,0.239234449760766,1.91387559808612,0.956937799043062,42.3444976076555,0.478468899521531,0.478468899521531,87.799043062201,12.200956937799,0,66.2679425837321,28.2296650717703,4.78468899521531,0.717703349282297,46.6507177033493,52.3923444976077,0.956937799043062,22.488038277512,34.9282296650718,42.1052631578947,0.478468899521531
"com_bolsa",54.0697674418605,45.9302325581395,23.546511627907,29.9418604651163,39.2441860465116,7.26744186046512,6.68604651162791,25.8720930232558,34.3023255813954,29.3604651162791,23.546511627907,24.1279069767442,23.2558139534884,10.7558139534884,18.3139534883721,25.5813953488372,71.5116279069767,2.90697674418605,71.8023255813954,17.7325581395349,10.4651162790698,26.453488372093,67.4418604651163,6.1046511627907,55.5232558139535,13.0813953488372,24.7093023255814,6.68604651162791,99.4186046511628,0.581395348837209,72.3837209302326,27.6162790697674,84.3023255813954,15.6976744186047,87.2093023255814,12.7906976744186,2.03488372093023,0.872093023255814,96.2209302325581,0.872093023255814,0.872093023255814,93.0232558139535,4.36046511627907,1.74418604651163,86.6279069767442,9.30232558139535,4.06976744186047,24.4186046511628,21.2209302325581,40.1162790697674,1.45348837209302,5.23255813953488,7.55813953488372,28.1976744186047,7.26744186046512,25.2906976744186,1.74418604651163,17.7325581395349,19.7674418604651,25.5813953488372,13.6627906976744,32.8488372093023,3.48837209302326,11.046511627907,13.3720930232558,31.1046511627907,12.2093023255814,32.2674418604651,2.03488372093023,11.3372093023256,11.046511627907,1.16279069767442,5.81395348837209,31.9767441860465,3.19767441860465,2.61627906976744,5.81395348837209,0.581395348837209,0.581395348837209,0.581395348837209,0.872093023255814,0.872093023255814,44.4767441860465,0.872093023255814,0.581395348837209,84.0116279069767,15.9883720930233,0,64.2441860465116,32.2674418604651,2.90697674418605,0.581395348837209,54.6511627906977,43.8953488372093,1.45348837209302,21.2209302325581,30.5232558139535,47.9651162790698,0.290697674418605
